lng,lat
-0.215564,51.517850,0
-0.165788,51.490374,0
-0.198863,51.491786,0
-0.214025,51.524031,0
-0.181239,51.478565,0
-0.206159,51.496754,0
-0.167653,51.483389,0
-0.157211,51.492308,0
-0.188655,51.487672,0
-0.196032,51.494170,0
-0.209696,51.516771,0
-0.177109,51.481019,0
-0.196093,51.499927,0
-0.221297,51.514969,0
-0.194612,51.497296,0
-0.187454,51.481629,0
-0.184331,51.484098,0
-0.174936,51.484941,0
-0.184348,51.490933,0
-0.184191,51.484006,0
-0.207855,51.519620,0
-0.188795,51.487764,0
-0.204561,51.497089,0
-0.215898,51.527746,0
-0.222692,51.516159,0
-0.186404,51.482691,0
-0.175627,51.489269,0
-0.196015,51.509188,0
-0.187642,51.502314,0
-0.180015,51.491225,0
-0.182272,51.481548,0
-0.201073,51.512503,0
-0.215564,51.517850,0
-0.170772,51.488204,0
-0.189939,51.495246,0
-0.190828,51.501914,0
-0.183856,51.481573,0
-0.172057,51.492091,0
-0.193227,51.492239,0
-0.159540,51.491715,0
-0.194437,51.512670,0
-0.200994,51.492538,0
-0.173594,51.493284,0
-0.183028,51.495139,0
-0.209149,51.516043,0
-0.226358,51.521970,0
-0.195176,51.508545,0
-0.175821,51.484416,0
-0.158682,51.484418,0
-0.191108,51.502098,0
-0.209353,51.510831,0
-0.174717,51.494021,0
-0.185640,51.480162,0
-0.196000,51.494979,0
-0.185373,51.479618,0
-0.161249,51.492191,0
-0.161525,51.499660,0
-0.159196,51.500252,0
-0.209245,51.506243,0
-0.178436,51.480230,0
-0.223353,51.521385,0
-0.174854,51.494202,0
-0.218297,51.517981,0
-0.211730,51.520039,0
-0.157067,51.492306,0
-0.162659,51.500127,0
-0.173782,51.495804,0
-0.200555,51.492711,0
-0.184331,51.484098,0
-0.179134,51.495258,0
-0.214861,51.517389,0
-0.216407,51.518402,0
-0.205170,51.507260,0
-0.186925,51.502213,0
-0.187321,51.492238,0
-0.175768,51.489361,0
-0.171129,51.486501,0
-0.161759,51.501012,0
-0.152888,51.485226,0
-0.150127,51.485812,0
-0.175821,51.484416,0
-0.179175,51.486986,0
-0.212538,51.521490,0
-0.161165,51.501452,0
-0.181114,51.481710,0
-0.173382,51.494989,0
-0.170697,51.490091,0
-0.205872,51.507720,0
-0.162041,51.490405,0
-0.154902,51.488854,0
-0.205256,51.516074,0
-0.215564,51.517850,0
-0.207044,51.496228,0
-0.188506,51.502328,0
-0.199159,51.498895,0
-0.209149,51.516043,0
-0.193318,51.500873,0
-0.184211,51.501632,0
-0.156898,51.492932,0
-0.166338,51.498206,0
-0.191404,51.501923,0
-0.215377,51.526300,0
-0.187403,51.490171,0
-0.172590,51.485984,0
-0.174121,51.501745,0
-0.216407,51.518402,0
-0.210648,51.518224,0
-0.193466,51.500785,0
-0.185212,51.501827,0
-0.187842,51.489998,0
-0.190721,51.490042,0
-0.204561,51.497089,0
-0.191006,51.490136,0
-0.210508,51.518132,0
-0.198341,51.508684,0
-0.175965,51.484418,0
-0.177070,51.485604,0
-0.203814,51.508768,0
-0.211730,51.520039,0
-0.215788,51.504724,0
-0.193878,51.504928,0
-0.177247,51.488395,0
-0.167415,51.489320,0
-0.195643,51.500369,0
-0.204084,51.509222,0
-0.189610,51.492633,0
-0.212208,51.526251,0
-0.194419,51.505836,0
-0.201702,51.522134,0
-0.162927,51.489880,0
-0.173172,51.482216,0
-0.220394,51.515945,0
-0.185519,51.483217,0
-0.211867,51.520221,0
-0.194664,51.506919,0
-0.170618,51.488471,0
-0.201558,51.522132,0
-0.150541,51.486268,0
-0.175965,51.484418,0
-0.215788,51.504724,0
-0.201949,51.493902,0
-0.166309,51.498925,0
-0.195616,51.490117,0
-0.197438,51.509659,0
-0.226723,51.519997,0
-0.211783,51.518691,0
-0.200508,51.508537,0
-0.176955,51.488480,0
-0.191484,51.488975,0
-0.196890,51.508931,0
-0.179316,51.487078,0
-0.175688,51.484144,0
-0.204439,51.507518,0
-0.177024,51.490369,0
-0.206549,51.512497,0
-0.174397,51.494825,0
-0.173309,51.485995,0
-0.159261,51.484337,0
-0.188092,51.494588,0
-0.173689,51.501738,0
-0.215781,51.508591,0
-0.215420,51.517847,0
-0.179750,51.497876,0
-0.192506,51.488631,0
-0.198590,51.498706,0
-0.215901,51.527656,0
-0.172241,51.494701,0
-0.205290,51.522549,0
-0.163537,51.499781,0
-0.173464,51.482131,0
-0.161304,51.490843,0
-0.194421,51.509433,0
-0.163370,51.489617,0
-0.226157,51.519719,0
-0.151290,51.485560,0
-0.180236,51.482056,0
-0.177112,51.480929,0
-0.157521,51.491773,0
-0.174054,51.485377,0
-0.198432,51.499063,0
-0.183978,51.492995,0
-0.207602,51.496686,0
-0.158496,51.492598,0
-0.170834,51.486676,0
-0.198655,51.493401,0
-0.173468,51.485638,0
-0.175821,51.484416,0
-0.213881,51.524029,0
-0.209152,51.515953,0
-0.179267,51.495530,0
-0.183032,51.495049,0
-0.196014,51.487336,0
-0.209149,51.516043,0
-0.215244,51.507593,0
-0.158020,51.497267,0
-0.169743,51.488727,0
-0.180471,51.501484,0
-0.212459,51.501436,0
-0.188938,51.502334,0
-0.220436,51.514866,0
-0.206355,51.517439,0
-0.177586,51.494335,0
-0.190314,51.489406,0
-0.193649,51.492515,0
-0.176045,51.493232,0
-0.184272,51.478342,0
-0.210093,51.517676,0
-0.166425,51.492452,0
-0.185780,51.480254,0
-0.222440,51.522630,0
-0.192365,51.495823,0
-0.173190,51.481767,0
-0.185314,51.484743,0
-0.181827,51.485498,0
-0.192650,51.488633,0
-0.195136,51.487682,0
-0.168401,51.497069,0
-0.163752,51.483688,0
-0.197673,51.511012,0
-0.195582,51.494613,0
-0.169293,51.496364,0
-0.164100,51.489359,0
-0.198724,51.498978,0
-0.168966,51.493751,0
-0.196181,51.490396,0
-0.190532,51.502089,0
-0.169121,51.493484,0
-0.185780,51.480254,0
-0.208464,51.515134,0
-0.167174,51.488148,0
-0.194484,51.500531,0
-0.184914,51.494808,0
-0.160578,51.501713,0
-0.195302,51.494429,0
-0.206313,51.496486,0
-0.206022,51.496572,0
-0.190968,51.502006,0
-0.214478,51.505064,0
-0.178923,51.482486,0
-0.190244,51.502085,0
-0.168681,51.493657,0
-0.183978,51.492995,0
-0.174191,51.481962,0
-0.150127,51.485812,0
-0.183978,51.492995,0
-0.207406,51.516376,0
-0.199144,51.491970,0
-0.155880,51.489589,0
-0.182891,51.494957,0
-0.193793,51.492517,0
-0.217693,51.515004,0
-0.194133,51.509428,0
-0.198724,51.498978,0
-0.215244,51.526028,0
-0.175681,51.484324,0
-0.159007,51.494225,0
-0.194761,51.493521,0
-0.163836,51.499516,0
-0.174707,51.494290,0
-0.184316,51.480861,0
-0.172223,51.491554,0
-0.184331,51.484098,0
-0.180503,51.486197,0
-0.167954,51.497422,0
-0.195582,51.494613,0
-0.177012,51.483445,0
-0.213498,51.508016,0
-0.179750,51.497876,0
-0.215683,51.503733,0
-0.173256,51.490940,0
-0.197756,51.512542,0
-0.175520,51.495562,0
-0.186209,51.502112,0
-0.173173,51.485813,0
-0.170693,51.490181,0
-0.206131,51.515817,0
-0.185208,51.501917,0
-0.199742,51.498724,0
-0.218027,51.517527,0
-0.206549,51.512497,0
-0.174205,51.485200,0
-0.169272,51.493306,0
-0.219826,51.523130,0
-0.171766,51.495773,0
-0.193954,51.499354,0
-0.192264,51.494742,0
-0.215244,51.507593,0
-0.220215,51.516841,0
-0.187872,51.492876,0
-0.189014,51.485879,0
-0.218343,51.520500,0
-0.161456,51.501367,0
-0.171420,51.486415,0
-0.192945,51.488458,0
-0.185780,51.480254,0
-0.206549,51.512497,0
-0.215782,51.527025,0
-0.174788,51.485029,0
-0.188668,51.494597,0
-0.155880,51.489589,0
-0.209392,51.506155,0
-0.175821,51.484416,0
-0.170834,51.486676,0
-0.170600,51.496115,0
-0.217924,51.512760,0
-0.176365,51.488830,0
-0.214001,51.502539,0
-0.182492,51.494141,0
-0.178543,51.492012,0
-0.200124,51.492705,0
-0.150825,51.486362,0
-0.211980,51.524719,0
-0.157654,51.492045,0
-0.159031,51.497192,0
-0.182048,51.490807,0
-0.159902,51.497026,0
-0.196692,51.495709,0
-0.183978,51.492995,0
-0.202254,51.508114,0
-0.201677,51.511792,0
-0.188809,51.494689,0
-0.210610,51.511839,0
-0.221027,51.514515,0
-0.201990,51.522139,0
-0.203817,51.508678,0
-0.192120,51.494740,0
-0.164978,51.489013,0
-0.168401,51.497069,0
-0.175624,51.489359,0
-0.216772,51.523803,0
-0.171273,51.486503,0
-0.215261,51.503457,0
-0.206189,51.507006,0
-0.170834,51.486676,0
-0.150275,51.485724,0
-0.160220,51.492715,0
-0.216389,51.522538,0
-0.187321,51.492238,0
-0.155880,51.489589,0
-0.196218,51.511349,0
-0.174851,51.494292,0
-0.205951,51.516714,0
-0.182492,51.494141,0
-0.192678,51.509766,0
-0.162008,51.494811,0
-0.173785,51.495715,0
-0.150271,51.485814,0
-0.209104,51.506151,0
-0.182859,51.481288,0
-0.155880,51.489589,0
-0.188422,51.489917,0
-0.150127,51.485812,0
-0.186925,51.502213,0
-0.200944,51.508454,0
-0.163678,51.496276,0
-0.205187,51.510497,0
-0.159035,51.497103,0
-0.200656,51.508450,0
-0.202644,51.494542,0
-0.187836,51.493774,0
-0.188655,51.487672,0
-0.186209,51.502112,0
-0.209693,51.516861,0
-0.188168,51.485416,0
-0.150127,51.485812,0
-0.165417,51.488840,0
-0.191112,51.502008,0
-0.192506,51.488631,0
-0.221297,51.514969,0
-0.190314,51.489406,0
-0.160905,51.486431,0
-0.209540,51.506068,0
-0.217710,51.514555,0
-0.186404,51.482691,0
-0.222840,51.519759,0
-0.180330,51.501392,0
-0.215637,51.508589,0
-0.189847,51.490298,0
-0.209008,51.515951,0
-0.197558,51.499320,0
-0.195446,51.494431,0
-0.198053,51.508679,0
-0.196163,51.509100,0
-0.179189,51.483029,0
-0.150998,51.485646,0
-0.156783,51.492211,0
-0.204361,51.513182,0
-0.192264,51.494742,0
-0.203734,51.518119,0
-0.184351,51.490843,0
-0.209008,51.515951,0
-0.214141,51.502631,0
-0.182621,51.494503,0
-0.180618,51.501396,0
-0.200552,51.492801,0
-0.194133,51.509428,0
-0.171283,51.482636,0
-0.185780,51.480254,0
-0.199932,51.508528,0
-0.197308,51.509297,0
-0.198569,51.510216,0
-0.173464,51.482131,0
-0.182420,51.481461,0
-0.224619,51.522213,0
-0.210104,51.517407,0
-0.194484,51.500531,0
-0.196396,51.514139,0
-0.221301,51.514879,0
-0.158416,51.494575,0
-0.186353,51.502114,0
-0.178580,51.480232,0
-0.186925,51.502213,0
-0.215202,51.504985,0
-0.188074,51.502321,0
-0.214735,51.505877,0
-0.183923,51.501627,0
-0.185202,51.494813,0
-0.206461,51.496399,0
-0.211056,51.518860,0
-0.163393,51.499779,0
-0.212884,51.501622,0
-0.175095,51.495375,0
-0.192506,51.488631,0
-0.215205,51.504895,0
-0.188312,51.485419,0
-0.179172,51.487076,0
-0.177691,51.495326,0
-0.173173,51.485813,0
-0.192506,51.488631,0
-0.173752,51.482135,0
-0.193368,51.492331,0
-0.200860,51.517895,0
-0.199065,51.508605,0
-0.170690,51.486674,0
-0.158682,51.484418,0
-0.192678,51.509766,0
-0.164725,51.498900,0
-0.170834,51.486676,0
-0.185591,51.485017,0
-0.195590,51.494433,0
-0.214850,51.506598,0
-0.156726,51.490052,0
-0.166482,51.498208,0
-0.195479,51.489935,0
-0.180159,51.491227,0
-0.168789,51.494558,0
-0.155880,51.489589,0
-0.200271,51.492617,0
-0.210643,51.499970,0
-0.156754,51.492930,0
-0.159124,51.502050,0
-0.197452,51.491045,0
-0.181130,51.488545,0
-0.191706,51.501568,0
-0.178751,51.490396,0
-0.170744,51.496117,0
-0.150127,51.485812,0
-0.190968,51.502006,0
-0.183491,51.501620,0
-0.155840,51.490578,0
-0.192986,51.498350,0
-0.184316,51.480861,0
-0.192506,51.488631,0
-0.214141,51.502631,0
-0.158416,51.494575,0
-0.225346,51.522045,0
-0.181469,51.480007,0
-0.211730,51.520039,0
-0.162644,51.500486,0
-0.196602,51.490672,0
-0.159673,51.491987,0
-0.174610,51.500314,0
-0.193878,51.504928,0
-0.195309,51.494249,0
-0.195136,51.487682,0
-0.205446,51.514908,0
-0.174854,51.494202,0
-0.202090,51.493994,0
-0.184172,51.480858,0
-0.179606,51.497873,0
-0.176224,51.481544,0
-0.167648,51.494270,0
-0.221874,51.522352,0
-0.194468,51.497294,0
-0.169743,51.488727,0
-0.181821,51.489275,0
-0.195136,51.487682,0
-0.198871,51.498890,0
-0.198590,51.498706,0
-0.161008,51.491019,0
-0.183298,51.481115,0
-0.201344,51.498299,0
-0.215514,51.508047,0
-0.167361,51.483474,0
-0.181130,51.488545,0
-0.159991,51.501974,0
-0.181693,51.481629,0
-0.177628,51.486062,0
-0.205256,51.516074,0
-0.182747,51.494955,0
-0.184116,51.485893,0
-0.179134,51.495258,0
-0.096502,51.514539,0
-0.088481,51.509912,0
-0.088637,51.513062,0
-0.104948,51.515935,0
-0.102945,51.519050,0
-0.081489,51.511687,0
-0.079765,51.518403,0
-0.096790,51.514544,0
-0.085230,51.511838,0
-0.100631,51.515775,0
-0.086859,51.510785,0
-0.079773,51.518223,0
-0.079917,51.518225,0
-0.080140,51.509506,0
-0.104568,51.514670,0
-0.104734,51.514133,0
-0.094144,51.512343,0
-0.094938,51.517481,0
-0.100775,51.515777,0
-0.097426,51.520039,0
-0.079769,51.518313,0
-0.088893,51.517293,0
-0.093200,51.510798,0
-0.097217,51.511223,0
-0.083824,51.514423,0
-0.083120,51.517468,0
-0.089634,51.513348,0
-0.102701,51.511042,0
-0.092692,51.512589,0
-0.078555,51.509480,0
-0.105309,51.517649,0
-0.103049,51.516534,0
-0.088344,51.509730,0
-0.088752,51.517201,0
-0.093200,51.510798,0
-0.107913,51.517421,0
-0.085230,51.511838,0
-0.085856,51.514096,0
-0.079355,51.511022,0
-0.076930,51.513860,0
-0.080723,51.509336,0
-0.104107,51.511875,0
-0.092545,51.512676,0
-0.083414,51.510459,0
-0.093786,51.517462,0
-0.085230,51.511838,0
-0.078962,51.520368,0
-0.087336,51.509714,0
-0.097636,51.515007,0
-0.104366,51.512598,0
-0.093646,51.517370,0
-0.104581,51.510893,0
-0.088213,51.512875,0
-0.090726,51.514805,0
-0.091295,51.514994,0
-0.084612,51.512817,0
-0.088900,51.517113,0
-0.107614,51.517686,0
-0.080376,51.517603,0
-0.081736,51.516097,0
-0.098713,51.516823,0
-0.090478,51.510394,0
-0.096990,51.520122,0
-0.093203,51.510709,0
-0.106319,51.514158,0
-0.106393,51.512361,0
-0.097671,51.517615,0
-0.100487,51.515773,0
-0.102535,51.518504,0
-0.100631,51.515775,0
-0.086791,51.512403,0
-0.085381,51.511660,0
-0.104347,51.513047,0
-0.083081,51.511533,0
-0.087995,51.507746,0
-0.078411,51.509478,0
-0.075372,51.509788,0
-0.081489,51.511687,0
-0.087093,51.518972,0
-0.089218,51.516399,0
-0.082296,51.509631,0
-0.089718,51.514788,0
-0.104446,51.514128,0
-0.078707,51.512720,0
-0.078788,51.521085,0
-0.079359,51.510932,0
-0.090478,51.510394,0
-0.102269,51.511035,0
-0.073128,51.511729,0
-0.105309,51.517649,0
-0.083828,51.514333,0
-0.083085,51.514860,0
-0.100717,51.513708,0
-0.084052,51.515865,0
-0.096800,51.517781,0
-0.103524,51.512045,0
-0.096574,51.512832,0
-0.088169,51.507030,0
-0.108609,51.511048,0
-0.076475,51.514392,0
-0.091198,51.510406,0
-0.079355,51.511022,0
-0.097232,51.517788,0
-0.089774,51.513440,0
-0.096815,51.517422,0
-0.090434,51.514890,0
-0.091211,51.513554,0
-0.088430,51.518005,0
-0.080978,51.516984,0
-0.108321,51.511043,0
-0.100631,51.515775,0
-0.105309,51.517649,0
-0.074315,51.507522,0
-0.104446,51.514128,0
-0.079106,51.520370,0
-0.101912,51.516155,0
-0.088505,51.512790,0
-0.080852,51.509698,0
-0.097329,51.515452,0
-0.089722,51.514699,0
-0.089037,51.517295,0
-0.104584,51.510803,0
-0.099905,51.519360,0
-0.078886,51.515331,0
-0.100631,51.515775,0
-0.086480,51.509520,0
-0.101628,51.516061,0
-0.087424,51.511064,0
-0.086620,51.509612,0
-0.096934,51.514546,0
-0.080428,51.509511,0
-0.097314,51.515811,0
-0.080978,51.516984,0
-0.091639,51.513651,0
-0.099630,51.515579,0
-0.074315,51.514357,0
-0.089218,51.516399,0
-0.088487,51.506315,0
-0.088344,51.509730,0
-0.079917,51.518225,0
-0.104878,51.514135,0
-0.083941,51.511637,0
-0.085970,51.514817,0
-0.079848,51.509591,0
-0.104369,51.512508,0
-0.103190,51.516626,0
-0.093200,51.510798,0
-0.083941,51.511637,0
-0.081551,51.517083,0
-0.085378,51.511750,0
-0.086887,51.516990,0
-0.089714,51.514878,0
-0.083597,51.516397,0
-0.087822,51.511880,0
-0.102675,51.518596,0
-0.089058,51.513339,0
-0.076073,51.513666,0
-0.088896,51.517203,0
-0.089965,51.515782,0
-0.104373,51.512418,0
-0.092859,51.512052,0
-0.100631,51.515775,0
-0.080152,51.516071,0
-0.098487,51.511873,0
-0.096674,51.517330,0
-0.113789,51.518235,0
-0.092775,51.520953,0
-0.104590,51.514130,0
-0.102125,51.511033,0
-0.093340,51.510891,0
-0.074792,51.509868,0
-0.080852,51.509698,0
-0.108321,51.511043,0
-0.089058,51.513339,0
-0.086620,51.509612,0
-0.096790,51.514544,0
-0.081392,51.520857,0
-0.108177,51.511041,0
-0.102413,51.511038,0
-0.081736,51.516097,0
-0.075376,51.509698,0
-0.111090,51.513786,0
-0.080523,51.517516,0
-0.097570,51.520042,0
-0.109583,51.515380,0
-0.104104,51.511964,0
-0.096151,51.516062,0
-0.103573,51.517801,0
-0.093196,51.510888,0
-0.093056,51.510796,0
-0.096934,51.514546,0
-0.105309,51.517649,0
-0.101940,51.512019,0
-0.108037,51.510949,0
-0.080485,51.514997,0
-0.103049,51.516534,0
-0.083601,51.516307,0
-0.091339,51.520840,0
-0.086480,51.509520,0
-0.090714,51.511657,0
-0.085855,51.510679,0
-0.085599,51.516790,0
-0.080284,51.509509,0
-0.076070,51.513756,0
-0.076070,51.513756,0
-0.093196,51.510888,0
-0.080440,51.516076,0
-0.086999,51.510877,0
-0.092343,51.510605,0
-0.097815,51.517618,0
-0.081266,51.516989,0
-0.079166,51.515515,0
-0.099617,51.519356,0
-0.097076,51.518055,0
-0.086571,51.510780,0
-0.087955,51.512152,0
-0.096461,51.515528,0
-0.080523,51.517516,0
-0.107614,51.517686,0
-0.092343,51.510605,0
-0.085692,51.511126,0
-0.074463,51.514269,0
-0.080575,51.509423,0
-0.080527,51.517426,0
-0.109228,51.516993,0
-0.107899,51.514274,0
-0.101717,51.513904,0
-0.088505,51.512790,0
-0.100849,51.513980,0
-0.097271,51.520307,0
-0.087743,51.513767,0
-0.100288,51.513611,0
-0.104590,51.514130,0
-0.108335,51.514191,0
-0.089421,51.511546,0
-0.094501,51.514147,0
-0.093200,51.510798,0
-0.094789,51.514152,0
-0.078632,51.521352,0
-0.094497,51.514237,0
-0.104158,51.514123,0
-0.087671,51.512057,0
-0.079167,51.518933,0
-0.089490,51.513346,0
-0.093200,51.510798,0
-0.088340,51.506403,0
-0.089867,51.518118,0
-0.087136,51.511059,0
-0.088230,51.519350,0
-0.104587,51.514220,0
-0.078954,51.520548,0
-0.084158,51.513349,0
-0.087545,51.511606,0
-0.078855,51.512633,0
-0.083941,51.511637,0
-0.098030,51.522837,0
-0.074633,51.506808,0
-0.095573,51.512636,0
-0.096527,51.517417,0
-0.081596,51.516005,0
-0.101865,51.513817,0
-0.080383,51.517424,0
-0.108609,51.511048,0
-0.080982,51.516894,0
-0.083828,51.514333,0
-0.107754,51.517779,0
-0.093200,51.510798,0
-0.094568,51.512529,0
-0.089195,51.513521,0
-0.103049,51.516534,0
-0.103137,51.510960,0
-0.082183,51.515745,0
-0.091195,51.510496,0
-0.093786,51.517462,0
-0.081732,51.516187,0
-0.095713,51.512728,0
-0.111632,51.518111,0
-0.109491,51.514120,0
-0.093356,51.513948,0
-0.079917,51.518225,0
-0.099579,51.513330,0
-0.139637,51.492300,0
-0.131538,51.489564,0
-0.133536,51.511178,0
-0.131619,51.512226,0
-0.133381,51.514952,0
-0.127933,51.507221,0
-0.177523,51.532012,0
-0.161864,51.516301,0
-0.128488,51.511277,0
-0.162862,51.512989,0
-0.150595,51.520530,0
-0.147329,51.519310,0
-0.118901,51.509595,0
-0.137895,51.492632,0
-0.174843,51.523338,0
-0.152758,51.524071,0
-0.161274,51.513054,0
-0.174790,51.503014,0
-0.173867,51.522513,0
-0.174288,51.522790,0
-0.197664,51.525849,0
-0.131553,51.510337,0
-0.178628,51.526005,0
-0.175099,51.534942,0
-0.139741,51.493291,0
-0.166534,51.525636,0
-0.152372,51.515792,0
-0.203321,51.524947,0
-0.173535,51.519990,0
-0.164325,51.501682,0
-0.132261,51.507111,0
-0.136620,51.513295,0
-0.168946,51.537364,0
-0.144085,51.492730,0
-0.131036,51.512397,0
-0.146479,51.511832,0
-0.201674,51.522853,0
-0.155276,51.522402,0
-0.141898,51.514638,0
-0.179476,51.515586,0
-0.158527,51.513281,0
-0.130966,51.514104,0
-0.188676,51.512582,0
-0.119182,51.513286,0
-0.157739,51.522081,0
-0.139713,51.508128,0
-0.122480,51.506685,0
-0.131231,51.507634,0
-0.178207,51.525728,0
-0.146939,51.521821,0
-0.152316,51.502932,0
-0.170442,51.507263,0
-0.169242,51.519204,0
-0.149309,51.520240,0
-0.178824,51.513868,0
-0.156352,51.513607,0
-0.172728,51.514942,0
-0.129419,51.513180,0
-0.151705,51.518030,0
-0.169801,51.519662,0
-0.136759,51.509880,0
-0.125832,51.498735,0
-0.136652,51.498368,0
-0.175342,51.514443,0
-0.126892,51.501000,0
-0.151573,51.514161,0
-0.153328,51.520663,0
-0.135793,51.515890,0
-0.133093,51.511440,0
-0.161510,51.521511,0
-0.171248,51.533893,0
-0.142452,51.515186,0
-0.161522,51.514048,0
-0.142510,51.520852,0
-0.186026,51.513979,0
-0.165504,51.522563,0
-0.147952,51.489734,0
-0.149636,51.490840,0
-0.156022,51.496785,0
-0.152868,51.517778,0
-0.129130,51.513176,0
-0.126596,51.504682,0
-0.127379,51.506673,0
-0.194327,51.522740,0
-0.194631,51.525982,0
-0.155934,51.513240,0
-0.129045,51.508228,0
-0.155880,51.489589,0
-0.158268,51.512558,0
-0.158383,51.513279,0
-0.155331,51.517457,0
-0.130715,51.516708,0
-0.125883,51.497477,0
-0.140220,51.492130,0
-0.156138,51.518909,0
-0.152330,51.502573,0
-0.134227,51.497790,0
-0.133754,51.512890,0
-0.145535,51.520900,0
-0.201584,51.517816,0
-0.145555,51.523958,0
-0.144632,51.486354,0
-0.129574,51.512913,0
-0.188612,51.525080,0
-0.144596,51.519176,0
-0.151044,51.488074,0
-0.154550,51.497572,0
-0.123953,51.502392,0
-0.192372,51.532062,0
-0.156137,51.497507,0
-0.163749,51.501673,0
-0.177097,51.524632,0
-0.190430,51.515576,0
-0.133982,51.510825,0
-0.115160,51.512952,0
-0.126205,51.500180,0
-0.142284,51.494500,0
-0.138647,51.491835,0
-0.171897,51.521314,0
-0.176149,51.512298,0
-0.135593,51.485492,0
-0.130192,51.501322,0
-0.178022,51.519521,0
-0.152084,51.515788,0
-0.122635,51.509924,0
-0.170488,51.520482,0
-0.134876,51.510120,0
-0.125130,51.494767,0
-0.123875,51.500772,0
-0.142012,51.515359,0
-0.142678,51.516718,0
-0.141698,51.487657,0
-0.144188,51.515033,0
-0.145204,51.486453,0
-0.164004,51.534769,0
-0.131306,51.516358,0
-0.204446,51.525683,0
-0.169088,51.512277,0
-0.150242,51.504338,0
-0.134031,51.513164,0
-0.205436,51.526148,0
-0.152544,51.536478,0
-0.131730,51.509530,0
-0.160861,51.526896,0
-0.153736,51.517702,0
-0.151062,51.505430,0
-0.127509,51.507035,0
-0.139887,51.500308,0
-0.131025,51.512666,0
-0.199360,51.519400,0
-0.174378,51.527737,0
-0.127295,51.508740,0
-0.168226,51.530159,0
-0.172304,51.532740,0
-0.136759,51.509880,0
